ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active
16061,1,77,30,1,1,99,1,744485,0
39618,0,27,34,3,0,27,0,2001992,0
19329,0,58,19,3,2,85,0,676408,1
20367,1,55,18,2,1,26,0,1183397,0
9745,1,47,1,3,2,31,0,1314619,1
23406,0,30,0,2,0,26,0,361064,0
30990,1,42,30,3,0,14,0,990525,0
57418,1,27,27,2,0,31,0,624717,0
26347,1,69,4,1,2,45,0,1612884,0
6254,0,25,34,2,0,14,0,1477853,1
85743,1,60,18,3,2,21,1,1078644,0
57918,1,58,4,3,1,50,0,1599855,0
10484,0,26,20,2,0,15,0,651942,1
42238,0,26,27,2,0,19,0,996666,0
10324,1,24,4,1,0,13,0,2596094,1
64667,1,39,18,3,1,87,0,1762538,1
81247,1,24,20,2,0,13,1,1327257,0
81340,1,48,18,1,0,50,1,1034918,1
62070,1,43,1,3,1,69,0,245328,0
1394,0,30,4,2,0,20,0,947467,0
18601,1,49,18,3,2,86,1,544261,0
4173,1,28,27,2,1,15,0,1130504,0
61027,0,53,26,3,1,61,0,2787480,0
61876,0,56,33,3,1,49,1,2229200,0
97746,1,28,11,2,0,26,1,342035,0
88835,1,34,4,2,0,14,0,1376020,1
6087,0,28,29,3,0,31,0,463796,0
19803,1,34,16,3,0,38,0,461678,0
17780,0,68,27,1,1,110,0,1059456,1
84662,1,30,15,3,1,20,0,919245,1
90269,0,29,27,2,0,15,0,499245,0
26278,1,35,33,3,1,73,0,1192938,0
65922,0,30,7,2,0,20,0,1016691,0
10277,1,48,33,3,2,128,0,1132720,0
44902,0,27,2,2,0,19,0,679701,0
100171,1,41,3,3,1,69,0,1697141,1
27302,0,28,33,2,0,32,0,961591,0
46090,1,61,30,3,2,50,0,309034,1
103070,0,79,33,1,2,129,0,1491106,1
100242,1,34,7,2,0,26,0,347945,0
15972,1,27,23,2,0,32,0,975253,0
51566,0,30,27,3,0,32,0,632976,0
94726,1,25,20,2,0,19,0,787961,1
75254,0,59,31,3,2,93,1,681250,1
100500,1,69,18,1,2,62,1,1409092,0
42581,0,28,13,1,0,19,0,707087,0
95575,1,30,27,2,0,19,0,276772,0
1747,1,46,33,2,2,85,0,403294,0
19650,0,43,23,3,1,62,0,699548,0
99266,1,63,18,1,2,98,1,1664949,1
81115,1,73,18,1,2,117,0,5265809,1
70446,1,45,4,3,3,13,1,520391,0
7661,0,28,11,2,0,32,1,902486,0
85342,0,27,27,2,0,19,0,586029,1
73963,0,50,7,3,2,92,1,1034366,0
24568,1,53,18,3,1,31,0,635958,1
83628,0,31,33,2,0,33,0,811626,0
61565,1,67,18,1,2,127,1,4160064,1
47016,1,64,18,1,0,68,0,2417498,0
39771,1,43,32,3,1,32,0,574877,1
1859,0,25,12,2,0,20,1,1255914,0
96725,0,50,34,3,2,45,0,1038754,1
17091,1,28,22,2,0,15,0,1606984,0
69496,0,43,20,3,1,15,0,533786,0
83142,1,73,19,1,2,91,0,2753401,1
26818,1,48,10,3,2,33,0,1129819,1
84612,0,28,27,2,0,13,0,1284537,0
63653,1,46,27,3,2,92,1,1593055,1
60302,0,35,11,2,0,33,1,916886,0
105267,1,53,33,3,3,15,0,576915,1
81880,1,82,33,1,1,74,0,1907385,0
25654,1,59,30,3,2,122,0,536260,1
47365,1,28,1,2,0,32,0,592179,0
67937,1,27,22,2,0,26,0,1475851,0
76883,0,27,4,1,2,32,1,700474,0
28152,0,67,18,1,1,57,0,1126303,1
71028,0,25,30,2,0,13,0,352804,0
45902,0,41,34,1,0,67,0,1381840,1
26834,0,76,4,1,2,69,0,756135,0
21276,1,49,22,3,1,91,0,616654,0
102131,1,29,20,2,0,32,1,515167,0
59309,1,29,20,3,3,13,0,468015,1
32633,1,26,22,2,2,20,1,782114,0
93002,0,78,4,1,2,115,0,1960483,1
77666,1,29,19,2,0,14,1,976063,0
42064,0,28,1,3,0,31,0,560477,1
6647,1,26,29,1,2,21,0,333936,0
35586,0,30,1,2,0,32,0,1045883,0
1874,0,31,20,2,0,21,1,470979,0
48887,0,29,11,2,0,27,1,1525789,0
41988,1,42,22,3,1,21,1,548596,0
41143,1,53,33,3,2,109,1,770624,1
2716,0,48,26,3,2,79,1,465514,1
76450,0,27,30,2,0,14,0,401149,0
39551,1,27,2,3,0,14,0,511127,0
100399,1,48,27,3,1,21,1,694351,0
32718,0,28,11,3,0,32,0,788273,0
52184,1,28,4,2,0,26,0,990899,0
61890,0,84,18,1,2,111,1,620374,1
625,0,41,34,3,2,49,1,1154819,0
3435,1,28,11,1,0,21,1,2566920,0
98604,0,28,2,1,0,31,0,697688,0
2410,0,26,0,2,0,19,1,790213,0
45649,0,48,18,3,2,43,0,1029649,1
76740,0,27,11,2,0,14,1,1214022,0
16624,0,42,18,3,0,27,1,1081679,0
98544,1,43,30,3,2,56,1,337550,0
44729,1,52,4,3,1,62,0,1378067,0
33956,1,70,10,1,2,20,1,1443455,0
12422,1,65,12,1,1,20,1,730075,0
98278,0,35,23,2,0,21,0,744333,0
67582,1,54,33,3,0,49,1,1713419,0
14333,1,54,33,3,1,62,0,664429,0
62499,1,28,19,2,1,19,1,2435823,0
30918,0,37,33,2,0,32,0,439437,0
27174,1,36,33,2,0,13,0,338484,1
54590,0,66,33,1,2,128,0,1636834,0
74045,1,73,34,1,2,19,0,3654651,1
84263,1,51,25,0,2,99,1,829497,1
22657,0,55,11,3,1,63,0,493549,0
72008,1,28,9,1,0,15,0,779284,0
98635,0,35,27,1,0,19,0,394332,0
83263,1,28,22,1,0,33,0,850110,0
70413,1,55,18,3,1,63,0,1785865,1
66239,0,25,4,2,0,13,0,1348083,0
47246,0,60,18,1,2,27,1,1878184,0
17541,1,47,18,3,2,110,0,452493,1
95642,1,45,33,3,1,80,0,1507838,0
103384,1,35,25,2,0,32,0,1203742,0
13732,0,31,18,2,0,33,1,1923957,0
81632,0,39,4,3,1,37,0,404282,1
91603,0,69,4,1,1,91,1,776551,0
70480,1,80,34,1,1,31,0,492312,1
31079,1,58,27,3,1,87,0,903848,1
24210,0,47,4,3,1,85,0,538699,1
4513,1,45,18,3,1,39,0,1529153,1
53363,1,26,4,1,0,15,1,2562247,0
20066,1,57,33,3,2,121,0,1007747,1
49695,1,27,11,1,0,21,1,942590,0
65327,0,54,29,3,2,85,0,1255264,0
81261,1,31,24,3,0,13,0,1357196,0
56577,0,26,19,3,0,15,0,763673,0
97858,1,66,33,1,1,56,1,3352318,0
3610,0,65,18,1,2,15,1,1821438,0
86115,1,27,33,1,0,21,0,1516293,1
99304,0,29,1,2,0,33,0,585895,0
11589,0,30,22,1,0,31,0,1720637,0
41476,1,46,18,3,1,75,0,687881,1
45584,0,31,27,1,0,21,0,1357721,0
8797,1,57,27,1,1,87,0,636091,0
93004,0,57,4,3,2,109,0,1147601,0
98938,1,43,32,1,2,20,0,1173972,1
43971,1,62,33,1,1,51,1,1788348,0
32587,1,58,11,3,0,25,0,792055,1
65666,0,26,11,1,0,21,1,668425,0
79104,1,30,9,2,0,21,0,1041736,1
91968,1,31,20,2,0,15,0,605004,0
93296,1,45,18,3,2,97,0,662160,1
62008,0,30,25,2,0,31,0,928661,0
36336,1,61,4,3,1,19,0,2017683,1
104941,1,38,18,3,1,27,0,1016282,1
44595,0,37,18,3,0,26,0,1271382,0
24847,0,58,4,3,1,67,0,554541,1
48439,0,60,34,3,1,68,1,1532571,0
86576,1,54,27,3,1,73,0,275392,1
55599,1,41,4,3,1,39,0,1507473,0
72728,0,45,1,3,2,105,0,159327,0
64799,0,28,24,2,0,14,0,1034491,0
62755,1,43,4,2,2,123,1,1538640,0
36149,0,45,18,3,3,9,0,1176980,1
6362,0,59,4,3,2,105,0,847449,1
24770,1,47,4,3,2,44,1,635237,1
13511,1,41,4,3,2,62,1,633973,0
83889,0,44,18,3,2,91,0,1247717,1
42322,1,42,34,2,2,49,1,367908,0
69850,1,59,5,3,0,27,0,760487,0
67205,0,26,20,2,0,15,1,929079,0
15884,0,33,19,2,0,21,0,308180,1
27132,0,28,32,1,0,20,0,495169,0
64479,1,63,18,1,0,74,0,639981,0
24669,1,68,22,1,2,43,0,3324728,0
5710,0,53,34,3,2,81,0,810496,1
9244,0,37,18,3,0,32,0,598676,0
46537,0,28,30,2,0,21,0,1076490,0
94231,0,47,28,3,2,50,0,364837,1
103605,1,69,5,1,0,33,0,1338471,0
34723,1,77,31,1,2,93,0,1821545,1
81114,1,63,18,1,1,63,0,1650202,1
2859,0,29,11,2,0,25,0,643025,0
102374,0,48,34,3,1,21,0,558359,1
71920,1,43,18,3,1,21,0,878803,1
75435,1,61,33,1,2,91,0,2452546,1
81461,0,62,34,1,1,73,0,1795414,0
86787,1,50,33,3,0,38,1,1052460,1
34027,1,52,1,3,1,99,1,793274,1
74406,0,27,12,1,0,25,0,1387020,0
104080,1,30,5,2,0,31,1,627352,0
85548,1,46,12,3,1,68,0,648115,1
99415,0,43,18,3,1,85,1,1115321,1
22419,1,30,1,3,0,27,0,1887440,0
34450,0,25,4,1,0,21,0,886733,1
30224,0,41,31,3,2,39,0,1203831,1
92124,1,37,27,2,0,25,1,944094,0
103661,0,35,18,2,0,33,0,1326233,0
39309,1,61,18,3,1,75,0,1068311,1
923,0,29,11,2,0,26,1,924024,0
54646,0,27,10,2,0,15,0,288084,0
40329,1,44,4,3,2,43,0,1047334,0
43431,1,53,18,3,2,69,0,1235631,1
102351,0,29,4,1,0,26,0,1113559,0
75886,1,37,5,2,0,32,0,626186,0
44742,0,61,4,3,2,69,0,1699410,0
31806,0,32,14,1,0,33,0,733182,0
19097,0,29,32,2,0,26,1,1019584,0
46556,1,27,25,1,0,21,1,1289467,0
56493,0,63,9,1,0,33,1,528348,0
70002,1,50,18,3,1,67,1,1975363,0
51101,0,61,34,1,0,32,1,275410,0
55483,1,42,34,3,1,21,0,1074942,1
33475,1,38,4,3,0,55,0,1322584,1
77816,0,46,32,3,1,67,0,979026,0
55549,1,27,4,2,0,33,0,893462,0
10271,1,49,34,3,2,79,0,1206653,1
51166,0,47,33,3,2,92,0,1155211,1
42418,1,49,5,2,1,73,0,833333,1
78579,0,45,33,3,0,31,0,1141709,0
61834,1,28,1,3,0,31,0,627067,0
82711,1,28,33,3,0,21,0,2648542,0
10227,1,42,4,3,2,19,0,1517013,1
87810,0,31,19,1,0,13,0,1173776,0
93023,0,26,32,2,0,21,0,1491061,1
93238,1,33,20,2,0,15,0,484053,0
10612,1,66,33,1,2,109,0,3185763,1
14040,1,81,33,1,1,57,0,945215,1
82476,0,42,33,1,1,81,0,498862,0
79306,0,30,23,2,0,20,0,1050458,0
9923,1,26,30,2,0,15,0,407068,0
96807,0,66,18,1,2,104,1,1190864,0
17558,1,49,18,3,1,80,1,663957,0
2973,1,28,11,2,0,32,0,804951,1
89939,0,78,22,1,1,55,0,604345,0
14884,0,27,10,2,0,33,0,346708,0
96577,0,25,21,2,0,15,0,909766,0
31546,1,34,4,2,1,21,0,603099,0
29858,0,27,13,2,0,7,0,555876,1
80178,1,45,7,1,2,27,1,458732,0
75896,1,46,33,1,2,26,0,1679020,1
34489,1,57,4,3,2,91,0,1139467,1
85450,1,56,18,3,0,91,1,823445,0
36049,1,53,30,1,2,62,0,1274613,0
13575,0,49,24,3,0,25,0,782167,0
62966,1,59,19,3,0,14,0,1177131,0
87799,0,27,30,2,0,27,0,428481,0
35684,1,56,30,3,3,7,1,595472,1
92388,0,41,4,3,3,15,1,630858,0
37185,0,44,33,3,2,67,0,1527809,1
5072,1,51,24,3,1,111,0,2793416,1
58257,0,35,17,2,0,31,0,368833,0
34389,1,41,18,3,0,69,1,1007061,0
96975,0,42,1,1,1,32,0,459106,1
75976,0,58,33,3,1,62,0,1390998,1
25069,0,34,23,2,2,43,1,816263,0
34577,0,24,33,2,0,13,0,4109254,1
83564,1,55,12,3,1,61,0,384408,1
45660,1,35,4,1,0,26,0,1993092,0
101517,0,27,13,3,0,7,0,779195,0
1099,1,28,9,2,0,27,1,960577,0
96451,1,33,23,2,0,33,0,752210,0
71522,1,29,34,3,1,20,0,672955,0
5970,1,56,34,3,2,39,0,906473,1
25800,1,77,4,1,1,91,0,1205558,0
92537,0,41,15,3,1,62,1,573409,0
88609,0,26,30,2,0,19,0,742989,0
99674,1,45,18,3,1,27,1,920998,0
91177,0,67,4,1,1,80,0,1305861,1
19580,0,79,18,1,2,63,0,1448475,1
80163,1,58,34,3,1,31,0,790880,1
69225,1,71,1,1,2,85,0,1029845,1
22673,0,56,22,3,1,32,0,1406662,0
28413,1,72,18,1,2,20,0,642740,0
61259,0,49,4,1,1,19,1,606632,1
10924,1,49,18,3,2,69,0,2433144,0
11829,1,53,34,3,2,121,0,1290330,1
59917,1,26,20,3,0,19,0,416270,0
4486,0,26,33,2,0,19,0,1101090,1
27699,1,28,0,3,0,21,0,457228,0
7037,0,43,33,3,1,21,0,858467,1
24308,1,64,33,1,1,57,0,884651,0
71912,1,32,25,2,0,27,0,1940048,0
100620,0,61,18,1,2,116,0,1336521,0
10098,1,37,33,1,0,32,1,1108548,1
62210,0,31,24,3,0,32,0,499254,0
18568,0,51,30,3,3,8,0,642944,1
87709,1,50,22,3,1,55,0,830556,0
35798,1,62,30,1,0,51,0,616262,1
19742,1,51,4,0,2,85,1,1308059,1
8639,1,54,3,3,1,99,0,2773533,0
62215,1,30,1,2,0,14,1,640666,0
84370,0,52,28,3,2,98,0,559907,1
68089,1,48,28,3,1,75,0,1088069,0
31352,1,50,34,3,1,75,1,1545307,0
22179,1,40,8,3,2,20,0,1633203,1
7817,0,31,11,2,0,26,0,776249,1
78966,1,45,4,3,2,51,0,1069984,0
82091,0,51,18,3,2,99,0,1891864,1
5195,0,52,18,3,3,7,0,2069552,1
82353,1,45,33,3,1,31,0,540603,1
94864,0,28,4,1,0,19,0,3403244,1
42493,1,39,25,3,1,33,1,878554,0
59993,1,51,30,3,2,37,1,650029,0
47274,1,29,20,1,0,25,0,1054747,0
89300,1,50,18,1,1,80,1,5461636,0
98415,0,28,16,2,0,15,0,261766,0
59323,0,32,16,2,0,31,0,409222,1
104687,1,46,23,3,1,26,1,1070047,0
14020,1,36,18,2,1,19,0,1202559,1
99037,0,27,27,2,0,20,0,693229,0
82240,1,30,5,2,0,25,0,1009535,0
36900,1,30,18,1,0,27,0,847591,0
88621,1,53,18,3,1,74,1,871007,0
48455,0,45,18,3,1,50,0,993418,1
76583,0,29,30,2,0,13,1,659481,0
39174,1,55,32,3,1,33,1,940623,1
40388,1,33,27,3,0,26,0,713504,0
92979,1,47,34,3,1,85,0,1215197,1
39103,0,84,18,1,2,85,1,2111836,1
19993,1,49,22,3,1,55,0,1289503,0
9520,0,33,14,2,0,32,0,714296,0
96911,0,28,34,2,0,31,1,1209429,0
33543,0,47,18,3,2,86,0,1550015,0
38626,1,63,16,1,1,55,1,421112,1
52872,0,27,4,1,0,13,0,1103742,0
105245,1,35,19,3,2,43,1,999078,0
1073,1,72,34,1,2,97,0,1591560,1
84198,0,29,19,2,0,20,0,928572,0
26992,0,27,9,2,0,20,0,549183,0
46891,1,55,18,3,2,49,0,1187179,1
55694,1,52,9,3,1,81,0,1145011,1
80405,0,43,10,3,1,15,0,460477,1
35280,1,43,1,3,1,63,0,957702,1
103540,1,26,4,2,0,25,0,1573760,1
56237,0,36,33,1,2,15,1,904782,0
7833,1,47,18,2,2,115,0,941548,0
10688,0,30,4,2,0,26,0,1220394,0
7409,1,57,18,1,1,25,1,5840180,1
2251,1,28,33,1,0,19,0,844547,1
52683,1,28,20,3,0,15,0,761270,0
45045,1,43,4,3,1,25,0,1336566,1
22532,1,52,4,3,2,21,0,966949,1
81369,0,50,18,3,0,45,1,893924,1
75789,0,51,19,3,1,27,1,807692,1
91722,0,27,18,2,0,19,0,922440,0
7696,1,42,33,3,1,86,0,2082635,0
86423,1,43,19,3,1,19,1,618914,0
96848,1,40,1,3,2,19,0,359373,0
2298,1,50,22,3,2,103,1,1560534,0
1316,1,25,24,1,0,19,1,1092750,0
96979,1,49,18,3,1,87,1,827050,0
58439,1,36,30,2,2,68,1,722350,0
67887,1,41,34,3,2,26,0,911066,1
66829,1,53,29,3,2,103,1,921274,1
24861,0,30,18,1,0,32,0,3292946,0
27671,1,44,33,3,1,50,0,997387,0
4396,1,57,26,1,2,68,0,1369914,0
80533,0,37,29,3,2,45,1,625411,1
100897,0,26,34,1,0,21,0,2551185,0
31310,0,29,25,3,0,21,0,474841,1
37984,0,44,18,3,2,25,0,1706842,0
136,0,68,33,1,2,116,0,1207204,1
10833,0,71,24,1,2,109,1,2141384,0
75412,1,53,22,3,1,93,0,1122975,1
12964,1,37,26,3,1,51,0,624477,0
95020,1,28,19,3,0,31,0,817963,0
50912,1,61,34,2,2,109,1,2513974,1
26506,0,48,4,3,2,31,1,838184,0
80310,1,46,25,3,0,31,0,668719,0
48950,1,29,30,1,0,27,0,736528,0
45495,1,51,4,1,1,39,0,504176,1
87239,1,76,18,1,2,43,0,678883,0
48829,1,40,18,3,2,81,1,1827000,0
25017,1,44,30,1,1,39,1,720926,1
52572,1,49,33,1,1,92,0,1101348,0
90980,0,47,18,3,2,87,0,465167,1
5889,1,67,33,1,2,93,1,1433309,0
76290,0,58,24,3,1,39,0,816993,1
92784,0,44,18,3,1,14,0,428063,1
60593,1,45,34,3,1,63,1,1203894,1
96761,1,42,33,0,0,25,1,1222379,0
46389,1,26,11,1,0,25,0,786893,0
28871,1,30,7,2,0,27,0,826106,0
67146,1,48,28,3,2,121,1,1450548,1
105217,1,27,4,2,0,21,0,1641818,0
34351,0,28,4,2,0,15,1,1641836,0
31045,0,46,32,3,1,62,1,1144032,0
65333,0,64,34,1,2,99,1,1937289,0
2206,0,62,34,1,2,14,1,433634,0
46149,0,56,27,3,2,73,1,1551234,0
5164,1,44,7,3,2,49,0,1098340,0
2367,0,46,3,3,2,111,0,871336,1
78050,0,41,4,3,0,26,0,1528210,0
30188,0,30,27,2,0,21,0,411019,0
14044,1,56,29,3,2,110,1,478099,1
1365,0,34,30,2,0,27,0,795944,0
45168,1,33,33,2,0,19,1,981687,0
6031,1,26,4,2,0,14,0,2053230,0
81288,0,28,9,2,0,20,0,710353,1
99260,1,63,4,1,1,69,1,1337198,1
5135,0,27,5,1,0,31,0,868088,0
15813,1,51,28,0,2,121,0,743443,1
15833,0,26,32,2,0,13,0,865444,0
92780,0,37,34,3,1,13,0,1729679,1
59773,0,25,18,2,0,15,1,748240,0
43282,0,27,7,2,0,26,0,632442,0
36998,1,74,19,1,1,56,0,1164209,1
457,1,63,4,1,1,98,1,2073860,1
14879,0,42,4,3,1,21,0,818800,0
33030,0,29,19,2,0,27,0,1002558,0
17953,1,36,30,2,2,87,0,692624,0
73778,1,30,25,3,1,13,0,1185230,0
82763,0,55,4,3,2,45,0,871194,0
62459,1,54,18,3,2,98,0,3811763,0
8702,0,35,0,2,0,37,0,895909,0
65999,1,70,13,1,1,51,0,819200,1
105122,0,31,11,2,0,33,0,776249,0
12318,0,61,27,1,0,32,0,428187,0
81118,1,61,33,3,2,103,0,1280558,1
57783,1,59,3,1,2,121,0,2400525,1
18521,1,44,26,3,1,63,1,1126802,0
55437,1,40,27,3,1,27,0,445097,1
42202,0,30,24,2,0,14,0,456596,0
36399,0,41,33,3,0,31,1,872351,0
69172,0,29,2,1,0,26,0,274680,0
92620,1,48,11,3,2,86,0,484578,1
33856,1,29,30,2,0,14,1,838736,0
47946,0,42,27,3,2,105,1,942928,1
18708,0,29,19,2,0,31,0,407771,0
62433,1,33,7,1,0,20,1,347046,0
20211,0,44,18,3,2,110,1,3390686,1
96802,1,54,18,3,1,79,0,378187,0
53636,1,70,23,1,2,19,1,1034313,0
91054,1,48,18,3,1,75,0,366332,1
23778,1,26,19,2,0,19,0,1073713,0
82526,1,27,31,3,0,14,0,754809,1
79230,1,28,22,2,0,14,0,900306,0
25839,0,31,32,2,0,13,0,316492,0
93903,1,49,27,3,1,19,0,126228,0
52295,1,71,31,1,2,123,0,709543,0
13194,0,31,30,2,0,32,0,790898,0
54262,0,34,14,1,0,33,1,643834,0
76748,0,39,30,3,2,75,0,1980792,1
104333,1,36,29,3,2,15,0,960852,0
3612,1,71,33,1,1,7,0,1077825,0
53288,0,51,9,1,1,38,0,858734,1
40081,1,57,7,1,2,93,0,2777796,0
70676,0,28,29,1,0,25,1,712080,0
54931,0,60,33,3,1,62,0,1116166,0
80531,1,50,19,1,1,61,0,1120358,0
95411,1,28,23,2,0,20,0,1648974,0
72828,1,67,18,1,1,99,0,1161903,1
39218,1,27,33,2,0,15,1,2244918,0
49722,1,54,34,3,1,91,0,1357623,1
72457,0,32,4,2,0,26,0,1098206,0
105030,1,25,33,2,0,15,1,903465,0
82607,1,66,18,1,1,67,0,1746998,0
44593,1,38,24,1,0,25,1,776355,0
79330,0,45,4,3,2,69,0,1349952,0
89425,1,29,16,1,0,15,0,1200298,0
49177,0,24,30,2,0,13,0,711902,1
33289,0,29,34,1,0,20,1,2629683,0
54273,1,41,20,3,0,15,0,573302,0
67792,1,43,19,3,1,20,0,367650,0
4575,1,46,33,3,1,73,1,2225712,1
89547,0,27,7,2,0,33,0,493896,0
24554,1,59,4,1,2,129,0,1508478,1
19540,0,46,18,3,1,97,1,1877944,0
102531,1,46,33,1,1,61,1,1176232,1
29420,1,54,32,1,2,57,0,743176,1
20347,0,49,34,2,2,99,0,1414468,1
29450,0,36,24,2,0,13,1,677832,0
20616,0,35,33,3,1,19,1,1158771,0
72187,0,25,6,2,0,15,1,575545,0
32676,0,72,34,1,1,51,0,612337,1
75265,0,27,11,1,0,19,0,2223006,0
34870,1,44,7,3,1,79,1,528152,0
78724,0,61,18,3,2,85,1,783751,1
1582,1,56,19,3,2,50,0,1283825,1
80359,1,48,33,3,1,27,0,1783168,1
17613,0,26,4,2,0,21,0,509364,1
11817,0,28,16,2,0,14,0,350072,0
64743,1,46,12,3,1,57,0,194705,1
82853,1,50,30,3,2,85,1,496860,1
44087,0,56,18,3,2,68,1,2646174,1
12038,1,51,11,3,2,86,0,1216923,1
5578,1,27,18,2,0,15,0,755779,1
20799,1,46,33,1,1,93,1,5155992,0
46446,0,34,1,3,1,14,1,2028950,0
5111,0,53,8,3,1,19,0,302413,1
32415,1,53,4,3,2,117,1,1606663,0
26772,0,48,4,3,1,43,0,570917,0
25299,1,48,34,3,2,103,0,361909,0
54245,1,26,20,2,0,13,0,653633,0
53345,1,29,7,2,0,26,0,493620,0
16060,1,51,20,3,2,13,1,618523,1
76055,1,52,4,3,1,61,0,1700496,1
70370,1,33,19,1,1,19,1,721309,1
27578,0,72,19,1,2,105,1,1122743,1
72453,0,42,18,3,0,45,0,1773378,0
17278,1,31,30,1,0,19,0,348906,0
74064,1,47,34,3,1,33,0,803420,0
29666,1,31,33,2,0,21,0,2234665,1
102558,0,42,33,1,0,21,1,1210729,1
46243,1,73,33,1,2,111,0,2095567,1
51980,0,81,34,1,0,56,0,2698266,1
80857,1,47,18,3,0,74,0,1556067,0
64014,1,76,4,1,1,85,0,1397068,0
38596,1,62,4,2,2,26,0,1103626,0
21651,1,76,33,1,1,97,0,1685161,0
39867,1,50,24,3,1,19,0,678705,1
95121,1,46,13,1,2,61,1,586287,0
66836,1,84,18,1,2,97,1,1074959,1
72696,1,35,20,3,1,14,0,266822,0
84203,0,30,11,3,0,20,0,628366,0
9236,1,26,7,2,0,20,0,686572,0
101511,1,48,12,3,1,111,0,515844,1
62494,1,30,21,1,0,20,0,422776,0
23057,1,68,25,1,2,74,0,724104,0
29768,0,35,34,2,1,14,1,1181190,0
50864,1,75,18,1,2,97,0,2659275,1
66433,0,51,4,3,2,43,1,3799828,1
105020,1,25,30,2,0,15,0,862116,0
86063,1,27,9,2,0,31,1,974345,0
37568,1,76,18,1,0,55,0,2624707,0
33199,0,29,17,2,0,33,0,298132,1
52419,0,34,33,1,1,20,1,898303,0
74838,0,28,2,1,0,26,0,339944,0
27913,1,56,27,3,1,74,0,1184643,1
73894,0,35,34,3,1,25,0,524210,1
92478,1,48,4,3,0,50,0,1066691,1
42015,0,53,31,1,1,97,1,597323,0
23467,1,30,20,3,2,15,0,389472,1
64636,1,41,7,3,1,27,1,768568,1
81067,0,46,33,3,1,57,0,589981,1
64639,1,57,34,3,1,111,1,1091122,1
35835,0,25,9,2,0,15,0,690123,0
55174,1,50,27,3,1,26,0,971844,1
36531,1,55,33,3,2,73,1,392071,0
37399,0,48,18,3,2,85,0,567303,1
37956,0,25,4,1,0,14,0,1437750,0
27528,0,34,18,2,0,33,0,1797889,0
73806,0,25,18,3,0,13,0,1143836,1
35382,1,29,18,2,0,20,0,2088990,1
65089,0,32,24,2,0,25,1,426470,0
94862,1,60,4,3,2,111,0,988291,1
88745,0,45,18,3,2,74,1,689785,1
44734,0,30,4,2,0,27,0,846728,0
24509,1,34,31,2,0,21,1,996524,0
28541,1,31,2,1,0,14,0,578847,0
57543,1,52,28,3,1,27,0,759721,1
2101,0,28,27,1,0,14,0,1211850,1
38748,1,49,18,1,1,63,0,1719328,1
32075,0,55,29,1,2,92,1,501078,0
2809,1,51,24,3,2,99,1,1349925,0
35126,1,30,6,2,0,25,1,1464423,0
73386,0,40,24,1,1,33,0,590675,1
30159,0,31,32,2,0,14,0,588539,0
71415,0,28,7,2,0,26,0,472340,1
80364,0,54,20,3,2,116,0,692580,0
34181,1,63,30,1,2,93,0,815987,0
100524,1,68,23,1,1,68,0,1813490,0
104788,1,51,34,3,1,79,0,1058966,1
31644,1,42,18,3,2,68,1,947458,1
39434,1,29,16,2,0,39,0,400962,0
86566,1,62,25,1,1,37,0,1466995,1
100324,0,64,33,1,2,116,1,1883151,1
65248,1,72,33,1,2,103,1,1008174,1
77744,1,69,4,1,1,63,1,868898,0
9170,0,27,4,2,0,26,0,3049754,0
20628,0,26,18,2,0,14,0,615666,1
66771,0,59,33,3,1,15,1,549032,1
9179,0,27,24,3,0,27,1,564349,0
8677,0,45,18,1,2,51,0,649797,1
28372,0,34,20,1,0,26,0,736519,0
21423,1,43,12,3,1,33,0,566004,1
82546,1,28,18,2,0,31,0,1005005,0
74798,0,57,15,3,1,32,0,655903,1
37353,1,75,1,1,2,80,0,519457,0
86144,1,62,34,1,2,85,1,1605471,1
41061,1,53,18,1,1,25,0,1084714,1
101902,0,72,33,1,2,122,0,1721224,1
51106,1,57,34,3,2,110,1,2210163,1
50133,0,29,33,2,0,27,0,620419,0
31228,1,31,2,2,0,32,1,845419,0
38457,1,49,30,0,2,13,1,1506325,0
8249,1,63,33,1,1,86,0,2013010,1
31299,1,55,4,2,1,32,0,1645983,0
97833,1,57,4,1,2,92,0,1558372,1
65613,1,51,34,3,2,13,1,1176366,1
82722,1,48,34,3,1,21,0,650447,0
37256,0,24,2,2,0,13,0,471895,0
2254,1,40,4,3,1,68,1,1015917,0
28115,1,68,18,1,0,51,0,825617,1
18837,0,30,20,2,0,27,1,542882,0
71394,0,39,30,3,0,19,0,1873432,1
32961,1,33,6,1,0,19,0,868631,0
23155,1,33,33,3,1,19,1,1289245,1
4799,1,75,34,1,1,50,1,761163,1
84666,0,26,30,2,0,20,1,698472,0
2021,0,49,11,3,1,33,1,571825,0
97910,1,63,31,1,1,21,1,633822,0
27303,0,30,23,2,0,20,0,934215,0
62773,0,29,7,2,0,31,0,480644,0
43249,1,52,34,3,1,93,0,316181,0
75232,0,32,0,1,0,25,0,1748618,0
3705,1,32,23,3,1,25,1,779969,1
10931,0,31,33,2,0,21,0,2482681,1
46816,1,56,18,3,2,109,0,1049710,0
6705,1,42,18,3,1,110,0,2996015,1
13894,0,68,18,1,2,98,0,811920,0
21259,0,53,18,3,1,91,0,1498395,1
50205,0,49,33,3,2,79,0,863148,0
101901,0,32,14,2,0,20,1,547261,0
